"data_bulletin","age","country","cases"
2022-10-28,15,"France",0
2022-10-28,16,"France",0
2022-10-28,0,"Greece",2
2022-10-28,1,"Greece",3
2022-10-28,2,"Greece",3
2022-10-28,3,"Greece",0
2022-10-28,4,"Greece",3
2022-10-28,5,"Greece",2
2022-10-28,6,"Greece",2
2022-10-28,7,"Greece",0
2022-10-28,8,"Greece",1
2022-10-28,9,"Greece",0
2022-10-28,10,"Greece",1
2022-10-28,11,"Greece",0
2022-10-28,12,"Greece",1
2022-10-28,13,"Greece",0
2022-10-28,14,"Greece",0
2022-10-28,15,"Greece",1
2022-10-28,16,"Greece",1
2022-10-28,0,"Ireland",3
2022-10-28,1,"Ireland",3
2022-10-28,2,"Ireland",3
2022-10-28,3,"Ireland",5
2022-10-28,4,"Ireland",4
2022-10-28,5,"Ireland",6
2022-10-28,6,"Ireland",0
2022-10-28,7,"Ireland",3
2022-10-28,8,"Ireland",0
2022-10-28,9,"Ireland",0
2022-10-28,10,"Ireland",0
2022-10-28,11,"Ireland",1
2022-10-28,12,"Ireland",1
2022-10-28,13,"Ireland",0
2022-10-28,14,"Ireland",0
2022-10-28,15,"Ireland",0
2022-10-28,16,"Ireland",0
2022-10-28,0,"Israel",0
2022-10-28,1,"Israel",1
2022-10-28,2,"Israel",1
2022-10-28,3,"Israel",1
2022-10-28,4,"Israel",0
2022-10-28,5,"Israel",1
2022-10-28,6,"Israel",0
2022-10-28,7,"Israel",0
2022-10-28,8,"Israel",0
2022-10-28,9,"Israel",0
2022-10-28,10,"Israel",0
2022-10-28,11,"Israel",1
2022-10-28,12,"Israel",0
2022-10-28,13,"Israel",0
2022-10-28,14,"Israel",0
2022-10-28,15,"Israel",0
2022-10-28,16,"Israel",0
2022-10-28,0,"Italy",4
2022-10-28,1,"Italy",9
2022-10-28,2,"Italy",4
2022-10-28,3,"Italy",4
2022-10-28,4,"Italy",6
2022-10-28,5,"Italy",3
2022-10-28,6,"Italy",3
2022-10-28,7,"Italy",2
2022-10-28,8,"Italy",1
2022-10-28,9,"Italy",1
2022-10-28,10,"Italy",1
2022-10-28,11,"Italy",3
2022-10-28,12,"Italy",0
2022-10-28,13,"Italy",1
2022-10-28,14,"Italy",3
2022-10-28,15,"Italy",1
2022-10-28,16,"Italy",1
2022-10-28,0,"Latvia",0
2022-10-28,1,"Latvia",0
2022-10-28,2,"Latvia",0
2022-10-28,3,"Latvia",0
2022-10-28,4,"Latvia",0
2022-10-28,5,"Latvia",0
2022-10-28,6,"Latvia",0
2022-10-28,7,"Latvia",0
2022-10-28,8,"Latvia",0
2022-10-28,9,"Latvia",0
2022-10-28,10,"Latvia",0
2022-10-28,11,"Latvia",0
2022-10-28,12,"Latvia",0
2022-10-28,13,"Latvia",0
2022-10-28,14,"Latvia",0
2022-10-28,15,"Latvia",0
2022-10-28,16,"Latvia",1
2022-10-28,0,"Luxembourg",0
2022-10-28,1,"Luxembourg",1
2022-10-28,2,"Luxembourg",0
2022-10-28,3,"Luxembourg",0
2022-10-28,4,"Luxembourg",0
2022-10-28,5,"Luxembourg",0
2022-10-28,6,"Luxembourg",0
2022-10-28,7,"Luxembourg",0
2022-10-28,8,"Luxembourg",0
2022-10-28,9,"Luxembourg",0
2022-10-28,10,"Luxembourg",0
2022-10-28,11,"Luxembourg",0
2022-10-28,12,"Luxembourg",0
2022-10-28,13,"Luxembourg",0
2022-10-28,14,"Luxembourg",0
2022-10-28,15,"Luxembourg",0
2022-10-28,16,"Luxembourg",0
2022-10-28,0,"Netherlands",1
2022-10-28,1,"Netherlands",1
2022-10-28,2,"Netherlands",2
2022-10-28,3,"Netherlands",4
2022-10-28,4,"Netherlands",2
2022-10-28,5,"Netherlands",2
2022-10-28,6,"Netherlands",0
2022-10-28,7,"Netherlands",0
2022-10-28,8,"Netherlands",1
2022-10-28,9,"Netherlands",0
2022-10-28,10,"Netherlands",0
2022-10-28,11,"Netherlands",0
2022-10-28,12,"Netherlands",0
2022-10-28,13,"Netherlands",2
2022-10-28,14,"Netherlands",0
2022-10-28,15,"Netherlands",0
2022-10-28,16,"Netherlands",1
2022-10-28,0,"Norway",2
2022-10-28,1,"Norway",1
2022-10-28,2,"Norway",0
2022-10-28,3,"Norway",0
2022-10-28,4,"Norway",1
2022-10-28,5,"Norway",2
2022-10-28,6,"Norway",0
2022-10-28,7,"Norway",0
2022-10-28,8,"Norway",0
2022-10-28,9,"Norway",0
2022-10-28,10,"Norway",0
2022-10-28,11,"Norway",0
2022-10-28,12,"Norway",0
2022-10-28,13,"Norway",0
2022-10-28,14,"Norway",0
2022-10-28,15,"Norway",0
2022-10-28,16,"Norway",0
2022-10-28,0,"Poland",5
2022-10-28,1,"Poland",4
2022-10-28,2,"Poland",0
2022-10-28,3,"Poland",1
2022-10-28,4,"Poland",0
2022-10-28,5,"Poland",4
2022-10-28,6,"Poland",2
2022-10-28,7,"Poland",3
2022-10-28,8,"Poland",0
2022-10-28,9,"Poland",0
2022-10-28,10,"Poland",0
2022-10-28,11,"Poland",0
2022-10-28,12,"Poland",0
2022-10-28,13,"Poland",2
2022-10-28,14,"Poland",0
2022-10-28,15,"Poland",0
2022-10-28,16,"Poland",1
2022-10-28,0,"Portugal",8
2022-10-28,1,"Portugal",7
2022-10-28,2,"Portugal",1
2022-10-28,3,"Portugal",1
2022-10-28,4,"Portugal",2
2022-10-28,5,"Portugal",2
2022-10-28,6,"Portugal",1
2022-10-28,7,"Portugal",0
2022-10-28,8,"Portugal",2
2022-10-28,9,"Portugal",0
2022-10-28,10,"Portugal",0
2022-10-28,11,"Portugal",0
2022-10-28,12,"Portugal",0
2022-10-28,13,"Portugal",1
2022-10-28,14,"Portugal",0
2022-10-28,15,"Portugal",1
2022-10-28,16,"Portugal",0
2022-10-28,0,"Republic of Moldova",0
2022-10-28,1,"Republic of Moldova",0
2022-10-28,2,"Republic of Moldova",0
2022-10-28,3,"Republic of Moldova",0
2022-10-28,4,"Republic of Moldova",0
2022-10-28,5,"Republic of Moldova",1
2022-10-28,6,"Republic of Moldova",0
2022-10-28,7,"Republic of Moldova",0
2022-10-28,8,"Republic of Moldova",0
2022-10-28,9,"Republic of Moldova",0
2022-10-28,10,"Republic of Moldova",0
2022-10-28,11,"Republic of Moldova",0
2022-10-28,12,"Republic of Moldova",0
2022-10-28,13,"Republic of Moldova",0
2022-10-28,14,"Republic of Moldova",0
2022-10-28,15,"Republic of Moldova",0
2022-10-28,16,"Republic of Moldova",0
2022-10-28,0,"Serbia",0
2022-10-28,1,"Serbia",0
2022-10-28,2,"Serbia",0
2022-10-28,3,"Serbia",0
2022-10-28,4,"Serbia",0
2022-10-28,5,"Serbia",0
2022-10-28,6,"Serbia",0
2022-10-28,7,"Serbia",0
2022-10-28,8,"Serbia",0
2022-10-28,9,"Serbia",1
2022-10-28,10,"Serbia",0
2022-10-28,11,"Serbia",0
2022-10-28,12,"Serbia",0
2022-10-28,13,"Serbia",0
2022-10-28,14,"Serbia",0
2022-10-28,15,"Serbia",0
2022-10-28,16,"Serbia",0
2022-10-28,0,"Spain",7
2022-10-28,1,"Spain",9
2022-10-28,2,"Spain",5
2022-10-28,3,"Spain",6
2022-10-28,4,"Spain",3
2022-10-28,5,"Spain",3
2022-10-28,6,"Spain",4
2022-10-28,7,"Spain",3
2022-10-28,8,"Spain",2
2022-10-28,9,"Spain",3
2022-10-28,10,"Spain",0
2022-10-28,11,"Spain",0
2022-10-28,12,"Spain",2
2022-10-28,13,"Spain",2
2022-10-28,14,"Spain",0
2022-10-28,15,"Spain",2
2022-10-28,16,"Spain",3
2022-10-28,0,"Sweden",1
2022-10-28,1,"Sweden",3
2022-10-28,2,"Sweden",1
2022-10-28,3,"Sweden",1
2022-10-28,4,"Sweden",2
2022-10-28,5,"Sweden",2
2022-10-28,6,"Sweden",0
2022-10-28,7,"Sweden",0
2022-10-28,8,"Sweden",0
2022-10-28,9,"Sweden",1
2022-10-28,10,"Sweden",0
2022-10-28,11,"Sweden",0
2022-10-28,12,"Sweden",1
2022-10-28,13,"Sweden",0
2022-10-28,14,"Sweden",0
2022-10-28,15,"Sweden",0
2022-10-28,16,"Sweden",0
2022-10-28,0,"United KIngdom",13
2022-10-28,1,"United KIngdom",22
2022-10-28,2,"United KIngdom",33
2022-10-28,3,"United KIngdom",77
2022-10-28,4,"United KIngdom",53
2022-10-28,5,"United KIngdom",31
2022-10-28,6,"United KIngdom",13
2022-10-28,7,"United KIngdom",8
2022-10-28,8,"United KIngdom",9
2022-10-28,9,"United KIngdom",6
2022-10-28,10,"United KIngdom",2
2022-10-28,11,"United KIngdom",1
2022-10-28,12,"United KIngdom",1
2022-10-28,13,"United KIngdom",4
2022-10-28,14,"United KIngdom",4
2022-10-28,15,"United KIngdom",3
2022-10-28,16,"United KIngdom",0
2022-11-25,0,"Austria",0
2022-11-25,1,"Austria",0
2022-11-25,2,"Austria",0
2022-11-25,3,"Austria",2
2022-11-25,4,"Austria",1
2022-11-25,5,"Austria",1
2022-11-25,6,"Austria",1
2022-11-25,7,"Austria",0
2022-11-25,8,"Austria",0
2022-11-25,9,"Austria",1
2022-11-25,10,"Austria",0
2022-11-25,11,"Austria",0
2022-11-25,12,"Austria",0
2022-11-25,13,"Austria",0
2022-11-25,14,"Austria",0
2022-11-25,15,"Austria",0
2022-11-25,16,"Austria",0
2022-11-25,0,"Belgium",3
2022-11-25,1,"Belgium",2
2022-11-25,2,"Belgium",1
2022-11-25,3,"Belgium",2
2022-11-25,4,"Belgium",0
2022-11-25,5,"Belgium",1
2022-11-25,6,"Belgium",0
2022-11-25,7,"Belgium",0
2022-11-25,8,"Belgium",1
2022-11-25,9,"Belgium",1
2022-11-25,10,"Belgium",2
2022-11-25,11,"Belgium",1
2022-11-25,12,"Belgium",0
2022-11-25,13,"Belgium",0
2022-11-25,14,"Belgium",0
2022-11-25,15,"Belgium",0
2022-11-25,16,"Belgium",0
2022-11-25,0,"Bulgaria",0
2022-11-25,1,"Bulgaria",0
2022-11-25,2,"Bulgaria",1
2022-11-25,3,"Bulgaria",0
2022-11-25,4,"Bulgaria",2
2022-11-25,5,"Bulgaria",0
2022-11-25,6,"Bulgaria",0
2022-11-25,7,"Bulgaria",0
2022-11-25,8,"Bulgaria",0
2022-11-25,9,"Bulgaria",0
2022-11-25,10,"Bulgaria",0
2022-11-25,11,"Bulgaria",0
2022-11-25,12,"Bulgaria",0
2022-11-25,13,"Bulgaria",0
2022-11-25,14,"Bulgaria",0
2022-11-25,15,"Bulgaria",0
2022-11-25,16,"Bulgaria",0
2022-11-25,0,"Cyprus",0
2022-11-25,1,"Cyprus",0
2022-11-25,2,"Cyprus",0
2022-11-25,3,"Cyprus",0
2022-11-25,4,"Cyprus",1
2022-11-25,5,"Cyprus",1
2022-11-25,6,"Cyprus",0
2022-11-25,7,"Cyprus",0
2022-11-25,8,"Cyprus",0
2022-11-25,9,"Cyprus",0
2022-11-25,10,"Cyprus",0
2022-11-25,11,"Cyprus",0
2022-11-25,12,"Cyprus",0
2022-11-25,13,"Cyprus",0
2022-11-25,14,"Cyprus",0
2022-11-25,15,"Cyprus",0
2022-11-25,16,"Cyprus",0
2022-11-25,0,"Denmark",1
2022-11-25,1,"Denmark",1
2022-11-25,2,"Denmark",1
2022-11-25,3,"Denmark",1
2022-11-25,4,"Denmark",1
2022-11-25,5,"Denmark",1
2022-11-25,6,"Denmark",0
2022-11-25,7,"Denmark",1
2022-11-25,8,"Denmark",0
2022-11-25,9,"Denmark",0
2022-11-25,10,"Denmark",0
2022-11-25,11,"Denmark",0
2022-11-25,12,"Denmark",0
2022-11-25,13,"Denmark",0
2022-11-25,14,"Denmark",1
2022-11-25,15,"Denmark",0
2022-11-25,16,"Denmark",0
2022-11-25,0,"Finland",0
2022-11-25,1,"Finland",0
2022-11-25,2,"Finland",0
2022-11-25,3,"Finland",0
2022-11-25,4,"Finland",0
2022-11-25,5,"Finland",0
2022-11-25,6,"Finland",0
2022-11-25,7,"Finland",1
2022-11-25,8,"Finland",0
2022-11-25,9,"Finland",0
2022-11-25,10,"Finland",0
2022-11-25,11,"Finland",0
2022-11-25,12,"Finland",0
2022-11-25,13,"Finland",0
2022-11-25,14,"Finland",0
2022-11-25,15,"Finland",0
2022-11-25,16,"Finland",0
2022-11-25,0,"France",3
2022-11-25,1,"France",0
2022-11-25,2,"France",1
2022-11-25,3,"France",1
2022-11-25,4,"France",1
2022-11-25,5,"France",0
2022-11-25,6,"France",0
2022-11-25,7,"France",2
2022-11-25,8,"France",0
2022-11-25,9,"France",0
2022-11-25,10,"France",0
2022-11-25,11,"France",0
2022-11-25,12,"France",1
2022-11-25,13,"France",0
2022-11-25,14,"France",1
2022-11-25,15,"France",0
2022-11-25,16,"France",0
2022-11-25,0,"Greece",3
2022-11-25,1,"Greece",3
2022-11-25,2,"Greece",3
2022-11-25,3,"Greece",0
2022-11-25,4,"Greece",2
2022-11-25,5,"Greece",2
2022-11-25,6,"Greece",2
2022-11-25,7,"Greece",1
2022-11-25,8,"Greece",1
2022-11-25,9,"Greece",0
2022-11-25,10,"Greece",1
2022-11-25,11,"Greece",0
2022-11-25,12,"Greece",1
2022-11-25,13,"Greece",0
2022-11-25,14,"Greece",0
2022-11-25,15,"Greece",1
2022-11-25,16,"Greece",1
2022-11-25,0,"Ireland",3
2022-11-25,1,"Ireland",3
2022-11-25,2,"Ireland",3
2022-11-25,3,"Ireland",5
2022-11-25,4,"Ireland",4
2022-11-25,5,"Ireland",6
2022-11-25,6,"Ireland",0
2022-11-25,7,"Ireland",3
2022-11-25,8,"Ireland",0
2022-11-25,9,"Ireland",0
2022-11-25,10,"Ireland",0
2022-11-25,11,"Ireland",1
2022-11-25,12,"Ireland",1
2022-11-25,13,"Ireland",0
2022-11-25,14,"Ireland",0
2022-11-25,15,"Ireland",0
2022-11-25,16,"Ireland",0
2022-11-25,0,"Israel",0
2022-11-25,1,"Israel",1
2022-11-25,2,"Israel",1
2022-11-25,3,"Israel",1
2022-11-25,4,"Israel",0
2022-11-25,5,"Israel",1
2022-11-25,6,"Israel",0
2022-11-25,7,"Israel",0
2022-11-25,8,"Israel",0
2022-11-25,9,"Israel",0
2022-11-25,10,"Israel",0
2022-11-25,11,"Israel",1
2022-11-25,12,"Israel",0
2022-11-25,13,"Israel",0
2022-11-25,14,"Israel",0
2022-11-25,15,"Israel",0
2022-11-25,16,"Israel",0
2022-11-25,0,"Italy",4
2022-11-25,1,"Italy",10
2022-11-25,2,"Italy",4
2022-11-25,3,"Italy",4
2022-11-25,4,"Italy",7
2022-11-25,5,"Italy",3
2022-11-25,6,"Italy",3
2022-11-25,7,"Italy",2
2022-11-25,8,"Italy",2
2022-11-25,9,"Italy",1
2022-11-25,10,"Italy",1
2022-11-25,11,"Italy",3
2022-11-25,12,"Italy",0
2022-11-25,13,"Italy",1
2022-11-25,14,"Italy",3
2022-11-25,15,"Italy",1
2022-11-25,16,"Italy",1
2022-11-25,0,"Latvia",0
2022-11-25,1,"Latvia",0
2022-11-25,2,"Latvia",0
2022-11-25,3,"Latvia",0
2022-11-25,4,"Latvia",0
2022-11-25,5,"Latvia",0
2022-11-25,6,"Latvia",0
2022-11-25,7,"Latvia",0
2022-11-25,8,"Latvia",0
2022-11-25,9,"Latvia",0
2022-11-25,10,"Latvia",0
2022-11-25,11,"Latvia",0
2022-11-25,12,"Latvia",0
2022-11-25,13,"Latvia",0
2022-11-25,14,"Latvia",0
2022-11-25,15,"Latvia",0
2022-11-25,16,"Latvia",1
2022-11-25,0,"Luxembourg",0
2022-11-25,1,"Luxembourg",1
2022-11-25,2,"Luxembourg",0
2022-11-25,3,"Luxembourg",0
2022-11-25,4,"Luxembourg",0
2022-11-25,5,"Luxembourg",0
2022-11-25,6,"Luxembourg",0
2022-11-25,7,"Luxembourg",0
2022-11-25,8,"Luxembourg",0
2022-11-25,9,"Luxembourg",0
2022-11-25,10,"Luxembourg",0
2022-11-25,11,"Luxembourg",0
2022-11-25,12,"Luxembourg",0
2022-11-25,13,"Luxembourg",0
2022-11-25,14,"Luxembourg",0
2022-11-25,15,"Luxembourg",0
2022-11-25,16,"Luxembourg",0
2022-11-25,0,"Netherlands",1
2022-11-25,1,"Netherlands",1
2022-11-25,2,"Netherlands",2
2022-11-25,3,"Netherlands",4
2022-11-25,4,"Netherlands",2
2022-11-25,5,"Netherlands",2
2022-11-25,6,"Netherlands",0
2022-11-25,7,"Netherlands",0
2022-11-25,8,"Netherlands",1
2022-11-25,9,"Netherlands",0
2022-11-25,10,"Netherlands",0
2022-11-25,11,"Netherlands",0
2022-11-25,12,"Netherlands",0
2022-11-25,13,"Netherlands",2
2022-11-25,14,"Netherlands",0
2022-11-25,15,"Netherlands",0
2022-11-25,16,"Netherlands",1
2022-11-25,0,"Norway",2
2022-11-25,1,"Norway",1
2022-11-25,2,"Norway",0
2022-11-25,3,"Norway",0
2022-11-25,4,"Norway",1
2022-11-25,5,"Norway",2
2022-11-25,6,"Norway",0
2022-11-25,7,"Norway",0
2022-11-25,8,"Norway",0
2022-11-25,9,"Norway",0
2022-11-25,10,"Norway",0
2022-11-25,11,"Norway",0
2022-11-25,12,"Norway",0
2022-11-25,13,"Norway",0
2022-11-25,14,"Norway",0
2022-11-25,15,"Norway",0
2022-11-25,16,"Norway",0
2022-11-25,0,"Poland",6
2022-11-25,1,"Poland",4
2022-11-25,2,"Poland",0
2022-11-25,3,"Poland",1
2022-11-25,4,"Poland",0
2022-11-25,5,"Poland",4
2022-11-25,6,"Poland",2
2022-11-25,7,"Poland",3
2022-11-25,8,"Poland",0
2022-11-25,9,"Poland",0
2022-11-25,10,"Poland",0
2022-11-25,11,"Poland",0
2022-11-25,12,"Poland",0
2022-11-25,13,"Poland",2
2022-11-25,14,"Poland",0
2022-11-25,15,"Poland",0
2022-11-25,16,"Poland",1
2022-11-25,0,"Portugal",8
2022-11-25,1,"Portugal",8
2022-11-25,2,"Portugal",1
2022-11-25,3,"Portugal",1
2022-11-25,4,"Portugal",2
2022-11-25,5,"Portugal",2
2022-11-25,6,"Portugal",1
2022-11-25,7,"Portugal",0
2022-11-25,8,"Portugal",2
2022-11-25,9,"Portugal",0
2022-11-25,10,"Portugal",0
2022-11-25,11,"Portugal",1
2022-11-25,12,"Portugal",0
2022-11-25,13,"Portugal",1
2022-11-25,14,"Portugal",0
2022-11-25,15,"Portugal",1
2022-11-25,16,"Portugal",0
2022-11-25,0,"Republic of Moldova",0
2022-11-25,1,"Republic of Moldova",0
2022-11-25,2,"Republic of Moldova",0
2022-11-25,3,"Republic of Moldova",0
2022-11-25,4,"Republic of Moldova",0
2022-11-25,5,"Republic of Moldova",1
2022-11-25,6,"Republic of Moldova",0
2022-11-25,7,"Republic of Moldova",0
2022-11-25,8,"Republic of Moldova",0
2022-11-25,9,"Republic of Moldova",0
2022-11-25,10,"Republic of Moldova",0
2022-11-25,11,"Republic of Moldova",0
2022-11-25,12,"Republic of Moldova",0
2022-11-25,13,"Republic of Moldova",0
2022-11-25,14,"Republic of Moldova",0
2022-11-25,15,"Republic of Moldova",0
2022-11-25,16,"Republic of Moldova",0
2022-11-25,0,"Serbia",0
2022-11-25,1,"Serbia",0
2022-11-25,2,"Serbia",0
2022-11-25,3,"Serbia",0
2022-11-25,4,"Serbia",0
2022-11-25,5,"Serbia",0
2022-11-25,6,"Serbia",0
2022-11-25,7,"Serbia",0
2022-11-25,8,"Serbia",0
2022-11-25,9,"Serbia",1
2022-11-25,10,"Serbia",0
2022-11-25,11,"Serbia",0
2022-11-25,12,"Serbia",0
2022-11-25,13,"Serbia",0
2022-11-25,14,"Serbia",0
2022-11-25,15,"Serbia",0
2022-11-25,16,"Serbia",0
2022-11-25,0,"Spain",7
2022-11-25,1,"Spain",9
2022-11-25,2,"Spain",5
2022-11-25,3,"Spain",6
2022-11-25,4,"Spain",3
2022-11-25,5,"Spain",3
2022-11-25,6,"Spain",4
2022-11-25,7,"Spain",3
2022-11-25,8,"Spain",2
2022-11-25,9,"Spain",3
2022-11-25,10,"Spain",0
2022-11-25,11,"Spain",0
2022-11-25,12,"Spain",2
2022-11-25,13,"Spain",2
2022-11-25,14,"Spain",0
2022-11-25,15,"Spain",2
2022-11-25,16,"Spain",3
2022-11-25,0,"Sweden",1
2022-11-25,1,"Sweden",3
2022-11-25,2,"Sweden",1
2022-11-25,3,"Sweden",1
2022-11-25,4,"Sweden",2
2022-11-25,5,"Sweden",2
2022-11-25,6,"Sweden",0
2022-11-25,7,"Sweden",0
2022-11-25,8,"Sweden",0
2022-11-25,9,"Sweden",1
2022-11-25,10,"Sweden",0
2022-11-25,11,"Sweden",0
2022-11-25,12,"Sweden",1
2022-11-25,13,"Sweden",0
2022-11-25,14,"Sweden",0
2022-11-25,15,"Sweden",0
2022-11-25,16,"Sweden",0
2022-11-25,0,"United KIngdom",13
2022-11-25,1,"United KIngdom",22
2022-11-25,2,"United KIngdom",33
2022-11-25,3,"United KIngdom",77
2022-11-25,4,"United KIngdom",53
2022-11-25,5,"United KIngdom",31
2022-11-25,6,"United KIngdom",13
2022-11-25,7,"United KIngdom",8
2022-11-25,8,"United KIngdom",9
2022-11-25,9,"United KIngdom",6
2022-11-25,10,"United KIngdom",2
2022-11-25,11,"United KIngdom",1
2022-11-25,12,"United KIngdom",1
2022-11-25,13,"United KIngdom",4
2022-11-25,14,"United KIngdom",4
2022-11-25,15,"United KIngdom",3
2022-11-25,16,"United KIngdom",0
